date_mutation,commune,type_local,surface_reelle_bati,valeur_fonciere,prix_m2
06/03/2024,TOULON,Appartement,73.0,155000.0,2123.29
07/03/2024,TOULON,Appartement,80.0,390000.0,4875.0
07/03/2024,TOULON,Appartement,50.0,390000.0,7800.0
19/03/2024,TOULON,Appartement,32.0,240000.0,7500.0
19/03/2024,TOULON,Appartement,32.0,240000.0,7500.0
19/03/2024,TOULON,Appartement,71.0,240000.0,3380.28
19/03/2024,TOULON,Appartement,20.0,155000.0,7750.0
19/03/2024,TOULON,Appartement,20.0,155000.0,7750.0
19/03/2024,TOULON,Appartement,21.0,62000.0,2952.38
14/03/2024,TOULON,Appartement,102.0,280000.0,2745.1
08/03/2024,TOULON,Appartement,34.0,110000.0,3235.29
19/03/2024,TOULON,Appartement,38.0,105000.0,2763.16
18/03/2024,TOULON,Appartement,120.0,560000.0,4666.67
14/03/2024,TOULON,Appartement,90.0,230000.0,2555.56
29/02/2024,TOULON,Appartement,83.0,164423.0,1981.0
26/03/2024,TOULON,Appartement,77.0,50000.0,649.35
08/03/2024,TOULON,Maison,124.0,1750000.0,14112.9
08/03/2024,TOULON,Appartement,90.0,1750000.0,19444.44
08/03/2024,TOULON,Appartement,90.0,1750000.0,19444.44
08/03/2024,TOULON,Maison,145.0,1750000.0,12068.97
08/03/2024,TOULON,Maison,145.0,1750000.0,12068.97
27/03/2024,TOULON,Appartement,65.0,142700.0,2195.38
14/03/2024,TOULON,Appartement,53.0,136000.0,2566.04
07/03/2024,TOULON,Appartement,64.0,130000.0,2031.25
07/03/2024,TOULON,Appartement,73.0,130000.0,1780.82
07/03/2024,TOULON,Appartement,58.0,130000.0,2241.38
26/03/2024,TOULON,Appartement,28.0,442700.0,15810.71
26/03/2024,TOULON,Appartement,25.0,442700.0,17708.0
26/03/2024,TOULON,Appartement,49.0,442700.0,9034.69
26/03/2024,TOULON,Appartement,32.0,442700.0,13834.38
28/03/2024,TOULON,Appartement,66.0,346200.0,5245.45
11/03/2024,TOULON,Maison,103.0,370000.0,3592.23
18/03/2024,TOULON,Appartement,20.0,180000.0,9000.0
27/03/2024,TOULON,Appartement,57.0,123000.0,2157.89
05/03/2024,TOULON,Appartement,28.0,54000.0,1928.57
14/03/2024,TOULON,Appartement,66.0,115000.0,1742.42
15/03/2024,TOULON,Appartement,63.0,157000.0,2492.06
14/03/2024,TOULON,Appartement,65.0,153000.0,2353.85
14/03/2024,TOULON,Appartement,54.0,100000.0,1851.85
14/03/2024,TOULON,Appartement,32.0,39000.0,1218.75
27/03/2024,TOULON,Appartement,81.0,430000.0,5308.64
25/03/2024,TOULON,Appartement,24.0,78000.0,3250.0
29/03/2024,TOULON,Appartement,18.0,67000.0,3722.22
29/03/2024,TOULON,Appartement,20.0,67000.0,3350.0
27/03/2024,TOULON,Appartement,42.0,157000.0,3738.1
08/03/2024,TOULON,Maison,118.0,270000.0,2288.14
25/03/2024,TOULON,Maison,134.0,400000.0,2985.07
25/03/2024,TOULON,Appartement,66.0,230000.0,3484.85
08/03/2024,TOULON,Maison,114.0,420259.0,3686.48
21/03/2024,TOULON,Appartement,40.0,365000.0,9125.0
21/03/2024,TOULON,Appartement,28.0,365000.0,13035.71
21/03/2024,TOULON,Appartement,28.0,365000.0,13035.71
21/03/2024,TOULON,Appartement,40.0,365000.0,9125.0
21/03/2024,TOULON,Appartement,100.0,365000.0,3650.0
28/03/2024,TOULON,Appartement,72.0,120000.0,1666.67
07/03/2024,TOULON,Maison,102.0,140000.0,1372.55
21/03/2024,TOULON,Maison,70.0,200000.0,2857.14
27/03/2024,TOULON,Appartement,22.0,76000.0,3454.55
27/03/2024,TOULON,Appartement,71.0,108000.0,1521.13
29/03/2024,TOULON,Maison,68.0,518000.0,7617.65
07/03/2024,TOULON,Appartement,35.0,32000.0,914.29
12/03/2024,TOULON,Appartement,57.0,120000.0,2105.26
25/03/2024,TOULON,Appartement,40.0,83950.0,2098.75
25/03/2024,TOULON,Maison,86.0,394720.0,4589.77
02/04/2024,TOULON,Appartement,55.0,125000.0,2272.73
21/03/2024,TOULON,Appartement,57.0,135000.0,2368.42
08/03/2024,TOULON,Appartement,48.0,160000.0,3333.33
28/03/2024,TOULON,Appartement,79.0,250000.0,3164.56
02/04/2024,TOULON,Appartement,62.0,232000.0,3741.94
26/03/2024,TOULON,Appartement,40.0,92000.0,2300.0
29/03/2024,TOULON,Appartement,137.0,625000.0,4562.04
26/03/2024,TOULON,Appartement,58.0,120000.0,2068.97
03/04/2024,TOULON,Appartement,67.0,150000.0,2238.81
03/04/2024,TOULON,Maison,165.0,258000.0,1563.64
29/03/2024,TOULON,Maison,80.0,527000.0,6587.5
22/03/2024,TOULON,Appartement,92.0,252000.0,2739.13
25/03/2024,TOULON,Appartement,57.0,104000.0,1824.56
05/04/2024,TOULON,Appartement,68.0,246460.0,3624.41
03/04/2024,TOULON,Appartement,86.0,211000.0,2453.49
02/04/2024,TOULON,Appartement,33.0,70000.0,2121.21
05/04/2024,TOULON,Appartement,85.0,390000.0,4588.24
04/04/2024,TOULON,Appartement,40.0,272000.0,6800.0
04/04/2024,TOULON,Appartement,72.0,272000.0,3777.78
04/04/2024,TOULON,Appartement,72.0,272000.0,3777.78
04/03/2024,TOULON,Appartement,45.0,195000.0,4333.33
05/04/2024,TOULON,Appartement,62.0,175800.0,2835.48
25/03/2024,TOULON,Appartement,37.0,80000.0,2162.16
20/03/2024,TOULON,Appartement,25.0,162500.0,6500.0
05/04/2024,TOULON,Appartement,66.0,130000.0,1969.7
22/03/2024,TOULON,Appartement,66.0,171500.0,2598.48
27/03/2024,TOULON,Appartement,92.0,265000.0,2880.43
29/02/2024,TOULON,Appartement,34.0,90000.0,2647.06
11/03/2024,TOULON,Appartement,61.0,113000.0,1852.46
20/03/2024,TOULON,Appartement,65.0,190000.0,2923.08
02/04/2024,TOULON,Appartement,63.0,155000.0,2460.32
15/03/2024,TOULON,Appartement,51.0,122000.0,2392.16
11/03/2024,TOULON,Appartement,17.0,28000.0,1647.06
18/03/2024,TOULON,Appartement,55.0,113000.0,2054.55
13/03/2024,TOULON,Appartement,52.0,139900.0,2690.38
27/03/2024,TOULON,Appartement,45.0,90000.0,2000.0
29/03/2024,TOULON,Maison,56.0,350000.0,6250.0
03/04/2024,TOULON,Appartement,44.0,147650.0,3355.68
13/03/2024,TOULON,Maison,78.0,474876.0,6088.15
11/03/2024,TOULON,Appartement,23.0,85000.0,3695.65
05/04/2024,TOULON,Appartement,59.0,218200.0,3698.31
22/03/2024,TOULON,Appartement,26.0,55000.0,2115.38
26/03/2024,TOULON,Appartement,57.0,128000.0,2245.61
28/03/2024,TOULON,Appartement,24.0,85000.0,3541.67
28/03/2024,TOULON,Appartement,28.0,85000.0,3035.71
14/03/2024,TOULON,Appartement,48.0,115000.0,2395.83
02/04/2024,TOULON,Appartement,57.0,100000.0,1754.39
13/03/2024,TOULON,Appartement,66.0,173000.0,2621.21
02/04/2024,TOULON,Maison,56.0,367250.0,6558.04
08/04/2024,TOULON,Appartement,56.0,174000.0,3107.14
28/03/2024,TOULON,Appartement,56.0,200000.0,3571.43
08/04/2024,TOULON,Appartement,60.0,35000.0,583.33
13/03/2024,TOULON,Appartement,96.0,258000.0,2687.5
20/03/2024,TOULON,Appartement,63.0,135000.0,2142.86
21/03/2024,TOULON,Appartement,27.0,43500.0,1611.11
11/04/2024,TOULON,Appartement,50.0,150000.0,3000.0
10/04/2024,TOULON,Maison,52.0,215000.0,4134.62
03/04/2024,TOULON,Appartement,72.0,196000.0,2722.22
04/04/2024,TOULON,Appartement,57.0,109900.0,1928.07
29/03/2024,TOULON,Appartement,77.0,225000.0,2922.08
05/04/2024,TOULON,Appartement,93.0,195000.0,2096.77
03/04/2024,TOULON,Appartement,39.0,110000.0,2820.51
03/04/2024,TOULON,Appartement,86.0,160000.0,1860.47
29/03/2024,TOULON,Appartement,87.0,220000.0,2528.74
29/03/2024,TOULON,Appartement,70.0,167900.0,2398.57
26/03/2024,TOULON,Appartement,42.0,185000.0,4404.76
04/04/2024,TOULON,Appartement,89.0,163000.0,1831.46
09/04/2024,TOULON,Appartement,24.0,70000.0,2916.67
08/04/2024,TOULON,Appartement,20.0,107500.0,5375.0
05/04/2024,TOULON,Appartement,60.0,129590.0,2159.83
09/04/2024,TOULON,Maison,141.0,395000.0,2801.42
09/04/2024,TOULON,Maison,145.0,477808.0,3295.23
12/04/2024,TOULON,Maison,90.0,237700.0,2641.11
21/03/2024,TOULON,Appartement,35.0,345000.0,9857.14
21/03/2024,TOULON,Appartement,30.0,345000.0,11500.0
21/03/2024,TOULON,Appartement,35.0,345000.0,9857.14
21/03/2024,TOULON,Appartement,30.0,345000.0,11500.0
21/03/2024,TOULON,Appartement,40.0,345000.0,8625.0
29/03/2024,TOULON,Appartement,50.0,118850.0,2377.0
18/03/2024,TOULON,Appartement,44.0,135000.0,3068.18
27/03/2024,TOULON,Maison,165.0,540000.0,3272.73
27/03/2024,TOULON,Maison,165.0,540000.0,3272.73
19/03/2024,TOULON,Appartement,66.0,142000.0,2151.52
18/03/2024,TOULON,Appartement,28.0,73000.0,2607.14
04/04/2024,TOULON,Appartement,38.0,151000.0,3973.68
03/04/2024,TOULON,Appartement,57.0,99900.0,1752.63
02/04/2024,TOULON,Appartement,66.0,252825.0,3830.68
29/03/2024,TOULON,Appartement,98.0,232500.0,2372.45
19/03/2024,TOULON,Appartement,55.0,62500.0,1136.36
28/03/2024,TOULON,Appartement,28.0,60000.0,2142.86
29/03/2024,TOULON,Appartement,59.0,147750.0,2504.24
10/04/2024,TOULON,Appartement,28.0,63500.0,2267.86
04/04/2024,TOULON,Appartement,32.0,82000.0,2562.5
08/04/2024,TOULON,Appartement,28.0,85000.0,3035.71
10/04/2024,TOULON,Appartement,43.0,168000.0,3906.98
29/03/2024,TOULON,Appartement,50.0,80000.0,1600.0
12/04/2024,TOULON,Appartement,66.0,173000.0,2621.21
08/04/2024,TOULON,Appartement,65.0,185000.0,2846.15
05/04/2024,TOULON,Appartement,72.0,125000.0,1736.11
08/04/2024,TOULON,Appartement,60.0,130000.0,2166.67
22/03/2024,TOULON,Appartement,50.0,144700.0,2894.0
02/04/2024,TOULON,Appartement,92.0,306900.0,3335.87
09/04/2024,TOULON,Appartement,63.0,100000.0,1587.3
04/04/2024,TOULON,Appartement,59.0,186000.0,3152.54
08/04/2024,TOULON,Appartement,32.0,400000.0,12500.0
08/04/2024,TOULON,Appartement,32.0,400000.0,12500.0
08/04/2024,TOULON,Appartement,32.0,400000.0,12500.0
08/04/2024,TOULON,Appartement,32.0,400000.0,12500.0
08/04/2024,TOULON,Appartement,32.0,400000.0,12500.0
08/04/2024,TOULON,Appartement,32.0,400000.0,12500.0
08/04/2024,TOULON,Appartement,32.0,400000.0,12500.0
08/04/2024,TOULON,Appartement,32.0,400000.0,12500.0
21/03/2024,TOULON,Appartement,30.0,85000.0,2833.33
27/03/2024,TOULON,Maison,99.0,315000.0,3181.82
15/04/2024,TOULON,Appartement,67.0,202000.0,3014.93
29/03/2024,TOULON,Maison,43.0,252000.0,5860.47
26/03/2024,TOULON,Maison,50.0,340000.0,6800.0
26/03/2024,TOULON,Appartement,54.0,88000.0,1629.63
22/03/2024,TOULON,Appartement,74.0,182000.0,2459.46
22/03/2024,TOULON,Appartement,34.0,136000.0,4000.0
02/04/2024,TOULON,Maison,100.0,475510.0,4755.1
02/04/2024,TOULON,Maison,100.0,475510.0,4755.1
29/03/2024,TOULON,Appartement,120.0,310000.0,2583.33
08/04/2024,TOULON,Maison,185.0,2000000.0,10810.81
08/04/2024,TOULON,Maison,185.0,2000000.0,10810.81
11/04/2024,TOULON,Appartement,45.0,151100.0,3357.78
05/04/2024,TOULON,Appartement,45.0,85000.0,1888.89
20/03/2024,TOULON,Appartement,56.0,135000.0,2410.71
08/04/2024,TOULON,Appartement,48.0,160000.0,3333.33
21/03/2024,TOULON,Appartement,23.0,85000.0,3695.65
20/03/2024,TOULON,Maison,45.0,233000.0,5177.78
25/03/2024,TOULON,Appartement,39.0,82000.0,2102.56
10/04/2024,TOULON,Appartement,63.0,126000.0,2000.0
15/04/2024,TOULON,Appartement,28.0,57000.0,2035.71
15/04/2024,TOULON,Appartement,55.0,80000.0,1454.55
08/04/2024,TOULON,Appartement,68.0,109000.0,1602.94
25/03/2024,TOULON,Appartement,89.0,161500.0,1814.61
26/03/2024,TOULON,Appartement,88.0,225145.0,2558.47
04/04/2024,TOULON,Maison,76.0,307000.0,4039.47
29/03/2024,TOULON,Appartement,45.0,130000.0,2888.89
15/04/2024,TOULON,Appartement,69.0,166300.0,2410.14
11/04/2024,TOULON,Appartement,37.0,160000.0,4324.32
09/04/2024,TOULON,Appartement,81.0,300710.0,3712.47
09/04/2024,TOULON,Appartement,31.0,91000.0,2935.48
12/04/2024,TOULON,Appartement,75.0,170000.0,2266.67
05/04/2024,TOULON,Appartement,82.0,185150.0,2257.93
05/04/2024,TOULON,Appartement,77.0,164200.0,2132.47
05/04/2024,TOULON,Appartement,47.0,219000.0,4659.57
05/04/2024,TOULON,Appartement,52.0,145000.0,2788.46
03/04/2024,TOULON,Appartement,76.0,149800.0,1971.05
05/04/2024,TOULON,Maison,115.0,360500.0,3134.78
05/04/2024,TOULON,Maison,79.0,367000.0,4645.57
05/04/2024,TOULON,Appartement,57.0,120000.0,2105.26
04/04/2024,TOULON,Appartement,52.0,164300.0,3159.62
02/04/2024,TOULON,Appartement,52.0,170000.0,3269.23
03/04/2024,TOULON,Appartement,79.0,146250.0,1851.27
29/03/2024,TOULON,Appartement,65.0,425319.0,6543.37
09/04/2024,TOULON,Appartement,24.0,51500.0,2145.83
26/03/2024,TOULON,Appartement,38.0,91000.0,2394.74
18/04/2024,TOULON,Maison,66.0,300000.0,4545.45
28/03/2024,TOULON,Appartement,62.0,120850.0,1949.19
16/04/2024,TOULON,Appartement,45.0,69300.0,1540.0
08/04/2024,TOULON,Maison,103.0,450000.0,4368.93
09/04/2024,TOULON,Appartement,40.0,236301.0,5907.52
15/04/2024,TOULON,Maison,84.0,320300.0,3813.1
29/03/2024,TOULON,Appartement,51.0,350000.0,6862.75
29/03/2024,TOULON,Appartement,51.0,350000.0,6862.75
19/04/2024,TOULON,Appartement,85.0,340000.0,4000.0
23/04/2024,TOULON,Appartement,67.0,311150.0,4644.03
25/03/2024,TOULON,Appartement,31.0,35000.0,1129.03
25/03/2024,TOULON,Appartement,55.0,162500.0,2954.55
18/04/2024,TOULON,Appartement,57.0,220000.0,3859.65
08/04/2024,TOULON,Appartement,39.0,81500.0,2089.74
08/04/2024,TOULON,Appartement,43.0,238400.0,5544.19
23/04/2024,TOULON,Appartement,54.0,137000.0,2537.04
02/04/2024,TOULON,Appartement,34.0,65000.0,1911.76
27/03/2024,TOULON,Appartement,74.0,80000.0,1081.08
29/03/2024,TOULON,Appartement,52.0,65000.0,1250.0
15/04/2024,TOULON,Appartement,93.0,270000.0,2903.23
29/03/2024,TOULON,Appartement,23.0,83500.0,3630.43
15/04/2024,TOULON,Appartement,65.0,183600.0,2824.62
17/04/2024,TOULON,Appartement,56.0,200000.0,3571.43
18/04/2024,TOULON,Appartement,23.0,59000.0,2565.22
10/04/2024,TOULON,Appartement,19.0,150000.0,7894.74
10/04/2024,TOULON,Appartement,62.0,150000.0,2419.35
10/04/2024,TOULON,Appartement,19.0,150000.0,7894.74
18/04/2024,TOULON,Appartement,140.0,300000.0,2142.86
19/04/2024,TOULON,Appartement,27.0,81000.0,3000.0
16/04/2024,TOULON,Maison,90.0,450000.0,5000.0
16/04/2024,TOULON,Appartement,38.0,74000.0,1947.37
19/04/2024,TOULON,Maison,100.0,484550.0,4845.5
15/04/2024,TOULON,Appartement,70.0,46200.0,660.0
15/04/2024,TOULON,Appartement,45.0,129300.0,2873.33
26/03/2024,TOULON,Appartement,58.0,160000.0,2758.62
16/04/2024,TOULON,Maison,69.0,382000.0,5536.23
19/04/2024,TOULON,Appartement,74.0,134000.0,1810.81
23/04/2024,TOULON,Appartement,118.0,367000.0,3110.17
12/04/2024,TOULON,Appartement,18.0,63525.0,3529.17
12/04/2024,TOULON,Appartement,17.0,63525.0,3736.76
16/04/2024,TOULON,Appartement,45.0,505000.0,11222.22
16/04/2024,TOULON,Appartement,96.0,505000.0,5260.42
04/04/2024,TOULON,Appartement,42.0,137000.0,3261.9
10/04/2024,TOULON,Maison,52.0,513000.0,9865.38
10/04/2024,TOULON,Maison,122.0,513000.0,4204.92
18/04/2024,TOULON,Appartement,59.0,124000.0,2101.69
18/04/2024,TOULON,Appartement,17.0,60000.0,3529.41
16/04/2024,TOULON,Appartement,72.0,213779.0,2969.15
18/04/2024,TOULON,Appartement,67.0,126000.0,1880.6
02/04/2024,TOULON,Appartement,40.0,181500.0,4537.5
16/04/2024,TOULON,Appartement,67.0,87000.0,1298.51
23/04/2024,TOULON,Appartement,52.0,135000.0,2596.15
05/04/2024,TOULON,Appartement,51.0,186500.0,3656.86
24/04/2024,TOULON,Appartement,90.0,240000.0,2666.67
22/04/2024,TOULON,Appartement,42.0,156000.0,3714.29
22/04/2024,TOULON,Appartement,40.0,156000.0,3900.0
22/04/2024,TOULON,Appartement,40.0,156000.0,3900.0
22/04/2024,TOULON,Appartement,40.0,156000.0,3900.0
22/04/2024,TOULON,Appartement,15.0,156000.0,10400.0
22/04/2024,TOULON,Appartement,61.0,105000.0,1721.31
30/03/2024,TOULON,Appartement,55.0,175000.0,3181.82
26/03/2024,TOULON,Appartement,39.0,160000.0,4102.56
18/04/2024,TOULON,Maison,85.0,395750.0,4655.88
26/04/2024,TOULON,Appartement,44.0,200500.0,4556.82
16/04/2024,TOULON,Appartement,45.0,110000.0,2444.44
18/04/2024,TOULON,Appartement,30.0,90300.0,3010.0
29/03/2024,TOULON,Appartement,79.0,300000.0,3797.47
19/04/2024,TOULON,Appartement,26.0,85000.0,3269.23
09/04/2024,TOULON,Appartement,82.0,125000.0,1524.39
17/04/2024,TOULON,Appartement,29.0,73000.0,2517.24
23/04/2024,TOULON,Appartement,46.0,99000.0,2152.17
19/04/2024,TOULON,Appartement,63.0,35000.0,555.56
19/04/2024,TOULON,Appartement,34.0,91000.0,2676.47
25/04/2024,TOULON,Appartement,54.0,219000.0,4055.56
23/04/2024,TOULON,Appartement,33.0,131500.0,3984.85
29/04/2024,TOULON,Appartement,42.0,144400.0,3438.1
11/04/2024,TOULON,Appartement,63.0,145000.0,2301.59
16/04/2024,TOULON,Appartement,18.0,96700.0,5372.22
16/04/2024,TOULON,Appartement,15.0,96700.0,6446.67
16/04/2024,TOULON,Appartement,20.0,96700.0,4835.0
16/04/2024,TOULON,Appartement,20.0,96700.0,4835.0
02/04/2024,TOULON,Appartement,57.0,80000.0,1403.51
15/04/2024,TOULON,Appartement,88.0,195000.0,2215.91
10/04/2024,TOULON,Appartement,62.0,190000.0,3064.52
29/04/2024,TOULON,Appartement,40.0,127000.0,3175.0
23/04/2024,TOULON,Appartement,67.0,105000.0,1567.16
29/04/2024,TOULON,Appartement,40.0,112000.0,2800.0
23/04/2024,TOULON,Maison,180.0,556000.0,3088.89
22/04/2024,TOULON,Maison,147.0,805000.0,5476.19
22/04/2024,TOULON,Maison,147.0,805000.0,5476.19
24/04/2024,TOULON,Appartement,133.0,1292000.0,9714.29
11/04/2024,TOULON,Appartement,45.0,88000.0,1955.56
22/04/2024,TOULON,Appartement,109.0,364950.0,3348.17
23/04/2024,TOULON,Appartement,88.0,338100.0,3842.05
05/04/2024,TOULON,Appartement,19.0,80000.0,4210.53
04/04/2024,TOULON,Appartement,15.0,71610.0,4774.0
30/04/2024,TOULON,Appartement,40.0,106000.0,2650.0
26/04/2024,TOULON,Maison,67.0,453275.0,6765.3
20/03/2024,TOULON,Appartement,161.0,1250000.0,7763.98
29/04/2024,TOULON,Appartement,62.0,65000.0,1048.39
22/04/2024,TOULON,Appartement,27.0,134432.0,4978.96
05/04/2024,TOULON,Appartement,83.0,150000.0,1807.23
29/04/2024,TOULON,Appartement,24.0,75000.0,3125.0
09/04/2024,TOULON,Appartement,42.0,215000.0,5119.05
23/04/2024,TOULON,Appartement,88.0,123797.0,1406.78
19/04/2024,TOULON,Maison,130.0,570000.0,4384.62
19/04/2024,TOULON,Maison,130.0,570000.0,4384.62
19/04/2024,TOULON,Maison,200.0,570000.0,2850.0
19/04/2024,TOULON,Maison,200.0,570000.0,2850.0
23/04/2024,TOULON,Appartement,44.0,25350.0,576.14
26/04/2024,TOULON,Maison,57.0,269000.0,4719.3
30/04/2024,TOULON,Appartement,96.0,198060.0,2063.12
30/04/2024,TOULON,Appartement,100.0,215000.0,2150.0
29/04/2024,TOULON,Appartement,91.0,249000.0,2736.26
25/04/2024,TOULON,Appartement,51.0,130000.0,2549.02
30/04/2024,TOULON,Appartement,58.0,167000.0,2879.31
06/05/2024,TOULON,Appartement,80.0,196000.0,2450.0
15/04/2024,TOULON,Maison,150.0,605000.0,4033.33
15/04/2024,TOULON,Maison,150.0,605000.0,4033.33
12/04/2024,TOULON,Appartement,43.0,110000.0,2558.14
10/04/2024,TOULON,Appartement,15.0,75610.0,5040.67
17/04/2024,TOULON,Appartement,63.0,132000.0,2095.24
25/04/2024,TOULON,Maison,96.0,364990.0,3801.98
22/04/2024,TOULON,Appartement,41.0,151560.0,3696.59
26/04/2024,TOULON,Appartement,78.0,265000.0,3397.44
26/04/2024,TOULON,Appartement,57.0,265000.0,4649.12
30/04/2024,TOULON,Appartement,37.0,94100.0,2543.24
29/04/2024,TOULON,Appartement,58.0,165770.0,2858.1
29/04/2024,TOULON,Appartement,63.0,265000.0,4206.35
24/04/2024,TOULON,Appartement,88.0,165000.0,1875.0
30/04/2024,TOULON,Appartement,70.0,410000.0,5857.14
18/04/2024,TOULON,Appartement,76.0,143000.0,1881.58
06/05/2024,TOULON,Appartement,65.0,250000.0,3846.15
17/04/2024,TOULON,Appartement,89.0,165000.0,1853.93
13/05/2024,TOULON,Appartement,34.0,105000.0,3088.24
25/04/2024,TOULON,Appartement,64.0,280000.0,4375.0
07/05/2024,TOULON,Appartement,70.0,153000.0,2185.71
26/04/2024,TOULON,Maison,100.0,525000.0,5250.0
24/04/2024,TOULON,Appartement,76.0,46250.0,608.55
25/04/2024,TOULON,Maison,120.0,430000.0,3583.33
06/05/2024,TOULON,Appartement,60.0,158000.0,2633.33
06/05/2024,TOULON,Maison,110.0,1350000.0,12272.73
06/05/2024,TOULON,Appartement,23.0,67000.0,2913.04
18/04/2024,TOULON,Appartement,95.0,401700.0,4228.42
07/05/2024,TOULON,Appartement,61.0,235000.0,3852.46
18/04/2024,TOULON,Appartement,53.0,148000.0,2792.45
30/04/2024,TOULON,Appartement,19.0,54000.0,2842.11
29/04/2024,TOULON,Appartement,35.0,89930.0,2569.43
02/05/2024,TOULON,Appartement,53.0,130000.0,2452.83
03/05/2024,TOULON,Appartement,80.0,169000.0,2112.5
13/05/2024,TOULON,Appartement,34.0,137000.0,4029.41
02/05/2024,TOULON,Appartement,52.0,95000.0,1826.92
30/04/2024,TOULON,Appartement,35.0,100000.0,2857.14
29/04/2024,TOULON,Appartement,54.0,139400.0,2581.48
24/04/2024,TOULON,Appartement,43.0,109000.0,2534.88
30/04/2024,TOULON,Appartement,39.0,100700.0,2582.05
18/04/2024,TOULON,Appartement,44.0,110000.0,2500.0
15/05/2024,TOULON,Appartement,40.0,89000.0,2225.0
02/05/2024,TOULON,Appartement,55.0,97000.0,1763.64
23/04/2024,TOULON,Appartement,62.0,65000.0,1048.39
26/04/2024,TOULON,Appartement,68.0,233000.0,3426.47
25/04/2024,TOULON,Appartement,133.0,1338000.0,10060.15
29/04/2024,TOULON,Appartement,32.0,101950.0,3185.94
13/05/2024,TOULON,Appartement,46.0,110000.0,2391.3
26/04/2024,TOULON,Appartement,78.0,110000.0,1410.26
29/04/2024,TOULON,Appartement,100.0,320000.0,3200.0
30/04/2024,TOULON,Appartement,40.0,91000.0,2275.0
18/04/2024,TOULON,Appartement,67.0,130000.0,1940.3
03/05/2024,TOULON,Appartement,44.0,134350.0,3053.41
06/05/2024,TOULON,Appartement,25.0,75000.0,3000.0
06/05/2024,TOULON,Appartement,58.0,155000.0,2672.41
24/04/2024,TOULON,Appartement,25.0,87000.0,3480.0
03/05/2024,TOULON,Appartement,62.0,140000.0,2258.06
30/04/2024,TOULON,Appartement,59.0,170000.0,2881.36
11/01/2024,TOULON,Appartement,100.0,273000.0,2730.0
22/04/2024,TOULON,Appartement,30.0,73000.0,2433.33
30/04/2024,TOULON,Appartement,63.0,155000.0,2460.32
03/05/2024,TOULON,Appartement,42.0,85000.0,2023.81
03/05/2024,TOULON,Appartement,81.0,168000.0,2074.07
29/04/2024,TOULON,Appartement,70.0,165000.0,2357.14
15/05/2024,TOULON,Appartement,69.0,202000.0,2927.54
26/04/2024,TOULON,Appartement,63.0,168000.0,2666.67
02/05/2024,TOULON,Maison,82.0,310000.0,3780.49
17/05/2024,TOULON,Maison,110.0,190000.0,1727.27
13/05/2024,TOULON,Appartement,93.0,479300.0,5153.76
13/05/2024,TOULON,Maison,65.0,329000.0,5061.54
02/05/2024,TOULON,Appartement,67.0,130000.0,1940.3
30/04/2024,TOULON,Appartement,17.0,38000.0,2235.29
19/04/2024,TOULON,Appartement,68.0,190000.0,2794.12
30/04/2024,TOULON,Maison,240.0,1905000.0,7937.5
26/04/2024,TOULON,Appartement,57.0,105000.0,1842.11
14/05/2024,TOULON,Appartement,38.0,90000.0,2368.42
07/05/2024,TOULON,Appartement,46.0,124000.0,2695.65
26/04/2024,TOULON,Appartement,62.0,95000.0,1532.26
14/05/2024,TOULON,Appartement,45.0,180000.0,4000.0
06/05/2024,TOULON,Appartement,86.0,260000.0,3023.26
07/05/2024,TOULON,Appartement,40.0,178000.0,4450.0
06/05/2024,TOULON,Appartement,48.0,213050.0,4438.54
14/05/2024,TOULON,Appartement,27.0,79500.0,2944.44
07/05/2024,TOULON,Appartement,48.0,78000.0,1625.0
30/04/2024,TOULON,Maison,48.0,350000.0,7291.67
17/05/2024,TOULON,Appartement,102.0,260000.0,2549.02
07/05/2024,TOULON,Appartement,75.0,290000.0,3866.67
13/05/2024,TOULON,Appartement,82.0,450000.0,5487.8
30/04/2024,TOULON,Maison,168.0,860000.0,5119.05
07/05/2024,TOULON,Appartement,58.0,142000.0,2448.28
06/05/2024,TOULON,Appartement,48.0,218000.0,4541.67
13/05/2024,TOULON,Appartement,58.0,142000.0,2448.28
25/04/2024,TOULON,Appartement,72.0,143000.0,1986.11
29/04/2024,TOULON,Maison,65.0,302800.0,4658.46
26/04/2024,TOULON,Appartement,55.0,187800.0,3414.55
16/05/2024,TOULON,Appartement,78.0,115000.0,1474.36
30/04/2024,TOULON,Appartement,53.0,159500.0,3009.43
03/05/2024,TOULON,Appartement,57.0,169000.0,2964.91
06/05/2024,TOULON,Maison,98.0,418280.0,4268.16
26/04/2024,TOULON,Appartement,69.0,262000.0,3797.1
24/04/2024,TOULON,Appartement,40.0,76000.0,1900.0
26/04/2024,TOULON,Appartement,81.0,210000.0,2592.59
13/05/2024,TOULON,Appartement,65.0,325000.0,5000.0
13/05/2024,TOULON,Appartement,65.0,325000.0,5000.0
02/05/2024,TOULON,Appartement,52.0,87000.0,1673.08
21/05/2024,TOULON,Appartement,32.0,115000.0,3593.75
03/05/2024,TOULON,Appartement,56.0,155000.0,2767.86
15/05/2024,TOULON,Appartement,103.0,188000.0,1825.24
15/05/2024,TOULON,Appartement,29.0,57000.0,1965.52
14/05/2024,TOULON,Appartement,88.0,85000.0,965.91
16/05/2024,TOULON,Appartement,92.0,250000.0,2717.39
16/05/2024,TOULON,Appartement,67.0,139350.0,2079.85
17/05/2024,TOULON,Appartement,51.0,250000.0,4901.96
