date_mutation,commune,type_local,surface_reelle_bati,valeur_fonciere,prix_m2
02/08/2023,TOULON,Appartement,80.0,131100.0,1638.75
04/08/2023,TOULON,Appartement,39.0,190000.0,4871.79
04/08/2023,TOULON,Appartement,26.0,190000.0,7307.69
25/07/2023,TOULON,Appartement,47.0,158000.0,3361.7
25/07/2023,TOULON,Appartement,56.0,152000.0,2714.29
31/07/2023,TOULON,Appartement,33.0,220000.0,6666.67
25/07/2023,TOULON,Maison,71.0,390000.0,5492.96
18/08/2023,TOULON,Appartement,82.0,215000.0,2621.95
04/08/2023,TOULON,Appartement,45.0,88000.0,1955.56
11/08/2023,TOULON,Appartement,81.0,190000.0,2345.68
10/08/2023,TOULON,Appartement,35.0,83000.0,2371.43
28/07/2023,TOULON,Appartement,60.0,120000.0,2000.0
31/07/2023,TOULON,Maison,88.0,442951.0,5033.53
18/08/2023,TOULON,Maison,74.0,262000.0,3540.54
11/08/2023,TOULON,Appartement,28.0,52000.0,1857.14
10/08/2023,TOULON,Appartement,96.0,205000.0,2135.42
10/08/2023,TOULON,Appartement,57.0,205000.0,3596.49
10/08/2023,TOULON,Appartement,76.0,105000.0,1381.58
16/08/2023,TOULON,Appartement,80.0,177000.0,2212.5
18/08/2023,TOULON,Appartement,25.0,91300.0,3652.0
03/08/2023,TOULON,Appartement,58.0,138000.0,2379.31
25/07/2023,TOULON,Appartement,55.0,130000.0,2363.64
10/08/2023,TOULON,Appartement,59.0,175490.0,2974.41
08/08/2023,TOULON,Maison,95.0,399000.0,4200.0
02/08/2023,TOULON,Appartement,43.0,387000.0,9000.0
02/08/2023,TOULON,Appartement,76.0,387000.0,5092.11
02/08/2023,TOULON,Appartement,46.0,387000.0,8413.04
02/08/2023,TOULON,Appartement,38.0,387000.0,10184.21
02/08/2023,TOULON,Appartement,43.0,387000.0,9000.0
22/08/2023,TOULON,Maison,122.0,393602.0,3226.25
03/08/2023,TOULON,Maison,77.0,300000.0,3896.1
10/07/2023,TOULON,Appartement,31.0,88600.0,2858.06
03/08/2023,TOULON,Appartement,45.0,115000.0,2555.56
31/07/2023,TOULON,Maison,74.0,465500.0,6290.54
18/08/2023,TOULON,Appartement,36.0,80000.0,2222.22
28/07/2023,TOULON,Appartement,60.0,152000.0,2533.33
16/08/2023,TOULON,Appartement,47.0,135500.0,2882.98
24/08/2023,TOULON,Appartement,25.0,87000.0,3480.0
18/08/2023,TOULON,Appartement,88.0,250000.0,2840.91
10/08/2023,TOULON,Appartement,35.0,45000.0,1285.71
10/08/2023,TOULON,Appartement,60.0,245000.0,4083.33
10/08/2023,TOULON,Appartement,30.0,245000.0,8166.67
17/08/2023,TOULON,Maison,60.0,213000.0,3550.0
17/08/2023,TOULON,Appartement,40.0,227000.0,5675.0
31/07/2023,TOULON,Appartement,48.0,162000.0,3375.0
04/08/2023,TOULON,Appartement,44.0,88000.0,2000.0
21/08/2023,TOULON,Maison,160.0,601400.0,3758.75
21/08/2023,TOULON,Appartement,55.0,75000.0,1363.64
25/08/2023,TOULON,Appartement,70.0,349900.0,4998.57
28/07/2023,TOULON,Appartement,52.0,124000.0,2384.62
02/08/2023,TOULON,Appartement,69.0,177000.0,2565.22
28/07/2023,TOULON,Appartement,35.0,90000.0,2571.43
07/08/2023,TOULON,Appartement,75.0,105000.0,1400.0
27/07/2023,TOULON,Appartement,58.0,40000.0,689.66
28/07/2023,TOULON,Appartement,72.0,183300.0,2545.83
28/07/2023,TOULON,Appartement,74.0,125000.0,1689.19
11/08/2023,TOULON,Maison,115.0,395000.0,3434.78
28/07/2023,TOULON,Appartement,45.0,172900.0,3842.22
28/08/2023,TOULON,Appartement,90.0,165000.0,1833.33
04/08/2023,TOULON,Appartement,70.0,225300.0,3218.57
01/08/2023,TOULON,Maison,134.0,680000.0,5074.63
28/07/2023,TOULON,Appartement,89.0,248000.0,2786.52
04/08/2023,TOULON,Appartement,28.0,88000.0,3142.86
04/08/2023,TOULON,Appartement,70.0,165500.0,2364.29
02/08/2023,TOULON,Appartement,36.0,70000.0,1944.44
27/07/2023,TOULON,Maison,92.0,335800.0,3650.0
04/08/2023,TOULON,Appartement,91.0,205000.0,2252.75
04/08/2023,TOULON,Appartement,42.0,190000.0,4523.81
23/08/2023,TOULON,Appartement,68.0,132000.0,1941.18
18/08/2023,TOULON,Appartement,72.0,185000.0,2569.44
09/08/2023,TOULON,Appartement,61.0,166900.0,2736.07
21/08/2023,TOULON,Maison,96.0,450000.0,4687.5
21/08/2023,TOULON,Maison,96.0,450000.0,4687.5
22/08/2023,TOULON,Appartement,37.0,112500.0,3040.54
29/08/2023,TOULON,Appartement,105.0,337000.0,3209.52
07/08/2023,TOULON,Appartement,49.0,520593.38,10624.35
07/08/2023,TOULON,Appartement,49.0,520593.38,10624.35
23/08/2023,TOULON,Appartement,17.0,49500.0,2911.76
07/08/2023,TOULON,Appartement,75.0,120000.0,1600.0
23/08/2023,TOULON,Appartement,66.0,155000.0,2348.48
11/08/2023,TOULON,Appartement,29.0,114690.0,3954.83
17/08/2023,TOULON,Appartement,53.0,185000.0,3490.57
03/08/2023,TOULON,Appartement,31.0,85000.0,2741.94
21/08/2023,TOULON,Appartement,92.0,145000.0,1576.09
31/07/2023,TOULON,Appartement,54.0,285000.0,5277.78
31/07/2023,TOULON,Appartement,31.0,106000.0,3419.35
28/07/2023,TOULON,Maison,73.0,538221.0,7372.89
31/07/2023,TOULON,Appartement,65.0,141500.0,2176.92
25/08/2023,TOULON,Appartement,60.0,128000.0,2133.33
24/08/2023,TOULON,Appartement,63.0,205000.0,3253.97
05/08/2023,TOULON,Appartement,55.0,195000.0,3545.45
11/08/2023,TOULON,Maison,70.0,468000.0,6685.71
03/08/2023,TOULON,Maison,110.0,655000.0,5954.55
04/08/2023,TOULON,Appartement,36.0,75000.0,2083.33
03/08/2023,TOULON,Appartement,64.0,119000.0,1859.38
07/08/2023,TOULON,Appartement,64.0,134000.0,2093.75
09/08/2023,TOULON,Appartement,115.0,412550.0,3587.39
04/08/2023,TOULON,Appartement,68.0,165000.0,2426.47
07/08/2023,TOULON,Appartement,58.0,200000.0,3448.28
11/08/2023,TOULON,Appartement,38.0,87730.0,2308.68
04/08/2023,TOULON,Appartement,76.0,238000.0,3131.58
04/08/2023,TOULON,Appartement,57.0,177000.0,3105.26
03/08/2023,TOULON,Appartement,74.0,220000.0,2972.97
23/08/2023,TOULON,Appartement,76.0,320300.0,4214.47
04/08/2023,TOULON,Appartement,45.0,81200.0,1804.44
31/07/2023,TOULON,Appartement,52.0,165000.0,3173.08
22/08/2023,TOULON,Maison,237.0,1181350.0,4984.6
22/08/2023,TOULON,Maison,237.0,1181350.0,4984.6
25/08/2023,TOULON,Appartement,76.0,95000.0,1250.0
25/08/2023,TOULON,Maison,80.0,505000.0,6312.5
08/08/2023,TOULON,Appartement,77.0,154000.0,2000.0
09/08/2023,TOULON,Appartement,67.0,127000.0,1895.52
16/08/2023,TOULON,Maison,110.0,593700.0,5397.27
22/08/2023,TOULON,Appartement,67.0,159500.0,2380.6
22/08/2023,TOULON,Appartement,53.0,159500.0,3009.43
18/08/2023,TOULON,Appartement,18.0,64500.0,3583.33
08/08/2023,TOULON,Appartement,88.0,620000.0,7045.45
08/08/2023,TOULON,Appartement,92.0,620000.0,6739.13
29/08/2023,TOULON,Appartement,32.0,88000.0,2750.0
29/08/2023,TOULON,Appartement,55.0,178000.0,3236.36
30/08/2023,TOULON,Appartement,71.0,292000.0,4112.68
29/08/2023,TOULON,Appartement,92.0,172000.0,1869.57
30/08/2023,TOULON,Appartement,98.0,498700.0,5088.78
30/08/2023,TOULON,Appartement,72.0,498700.0,6926.39
30/08/2023,TOULON,Appartement,33.0,58500.0,1772.73
28/08/2023,TOULON,Maison,141.0,750000.0,5319.15
11/08/2023,TOULON,Appartement,22.0,63500.0,2886.36
29/08/2023,TOULON,Appartement,75.0,268970.0,3586.27
24/08/2023,TOULON,Maison,69.0,575000.0,8333.33
09/08/2023,TOULON,Appartement,46.0,220000.0,4782.61
10/08/2023,TOULON,Appartement,34.0,162881.0,4790.62
18/08/2023,TOULON,Appartement,20.0,92000.0,4600.0
11/08/2023,TOULON,Appartement,84.0,217000.0,2583.33
18/08/2023,TOULON,Appartement,98.0,278000.0,2836.73
21/08/2023,TOULON,Maison,35.0,377400.0,10782.86
28/08/2023,TOULON,Appartement,63.0,154900.0,2458.73
24/08/2023,TOULON,Appartement,98.0,560000.0,5714.29
25/08/2023,TOULON,Appartement,17.0,62000.0,3647.06
29/08/2023,TOULON,Appartement,67.0,160000.0,2388.06
24/08/2023,TOULON,Maison,88.0,400000.0,4545.45
09/08/2023,TOULON,Appartement,25.0,75000.0,3000.0
31/08/2023,TOULON,Appartement,55.0,220000.0,4000.0
31/08/2023,TOULON,Appartement,53.0,220000.0,4150.94
09/08/2023,TOULON,Appartement,44.0,170000.0,3863.64
11/05/2023,TOULON,Appartement,92.0,136000.0,1478.26
04/08/2023,TOULON,Appartement,15.0,73000.0,4866.67
10/08/2023,TOULON,Appartement,71.0,187100.0,2635.21
18/08/2023,TOULON,Appartement,95.0,177000.0,1863.16
10/08/2023,TOULON,Appartement,55.0,144000.0,2618.18
31/08/2023,TOULON,Appartement,39.0,145000.0,3717.95
28/08/2023,TOULON,Appartement,62.0,95000.0,1532.26
25/08/2023,TOULON,Appartement,60.0,112000.0,1866.67
25/08/2023,TOULON,Appartement,46.0,112000.0,2434.78
23/08/2023,TOULON,Appartement,79.0,225000.0,2848.1
11/08/2023,TOULON,Maison,135.0,240000.0,1777.78
19/07/2023,TOULON,Appartement,44.0,85000.0,1931.82
24/08/2023,TOULON,Appartement,47.0,92000.0,1957.45
11/08/2023,TOULON,Appartement,62.0,152000.0,2451.61
04/09/2023,TOULON,Appartement,61.0,158000.0,2590.16
11/08/2023,TOULON,Maison,107.0,505200.0,4721.5
29/08/2023,TOULON,Appartement,26.0,69150.0,2659.62
09/08/2023,TOULON,Maison,79.0,350000.0,4430.38
17/08/2023,TOULON,Appartement,51.0,93000.0,1823.53
01/09/2023,TOULON,Appartement,25.0,67500.0,2700.0
01/09/2023,TOULON,Appartement,67.0,177400.0,2647.76
31/08/2023,TOULON,Appartement,113.0,448604.0,3969.95
28/08/2023,TOULON,Maison,55.0,500000.0,9090.91
25/08/2023,TOULON,Appartement,28.0,67000.0,2392.86
01/09/2023,TOULON,Appartement,55.0,235950.0,4290.0
23/08/2023,TOULON,Appartement,39.0,95000.0,2435.9
11/08/2023,TOULON,Appartement,75.0,227000.0,3026.67
28/08/2023,TOULON,Appartement,58.0,52500.0,905.17
24/08/2023,TOULON,Appartement,60.0,124000.0,2066.67
01/08/2023,TOULON,Maison,80.0,470000.0,5875.0
25/08/2023,TOULON,Appartement,86.0,152000.0,1767.44
29/08/2023,TOULON,Maison,68.0,560000.0,8235.29
23/08/2023,TOULON,Appartement,85.0,283000.0,3329.41
24/08/2023,TOULON,Maison,80.0,528000.0,6600.0
29/08/2023,TOULON,Appartement,43.0,500000.0,11627.91
29/08/2023,TOULON,Appartement,43.0,500000.0,11627.91
29/08/2023,TOULON,Appartement,43.0,500000.0,11627.91
29/08/2023,TOULON,Appartement,37.0,500000.0,13513.51
29/08/2023,TOULON,Appartement,36.0,500000.0,13888.89
29/08/2023,TOULON,Appartement,61.0,31000.0,508.2
05/09/2023,TOULON,Appartement,64.0,149000.0,2328.12
23/08/2023,TOULON,Appartement,77.0,40000.0,519.48
04/09/2023,TOULON,Appartement,104.0,292000.0,2807.69
28/08/2023,TOULON,Maison,80.0,485000.0,6062.5
24/08/2023,TOULON,Maison,76.0,457000.0,6013.16
24/08/2023,TOULON,Maison,105.0,530000.0,5047.62
10/08/2023,TOULON,Appartement,68.0,130000.0,1911.76
04/09/2023,TOULON,Maison,77.0,499000.0,6480.52
29/08/2023,TOULON,Appartement,75.0,135000.0,1800.0
29/08/2023,TOULON,Appartement,60.0,220000.0,3666.67
29/08/2023,TOULON,Appartement,60.0,220000.0,3666.67
29/08/2023,TOULON,Appartement,45.0,220000.0,4888.89
29/08/2023,TOULON,Appartement,60.0,220000.0,3666.67
29/08/2023,TOULON,Appartement,60.0,220000.0,3666.67
29/08/2023,TOULON,Appartement,15.0,220000.0,14666.67
29/08/2023,TOULON,Maison,106.0,340080.0,3208.3
31/08/2023,TOULON,Appartement,96.0,329000.0,3427.08
28/08/2023,TOULON,Appartement,61.0,205000.0,3360.66
08/08/2023,TOULON,Appartement,22.0,60000.0,2727.27
25/08/2023,TOULON,Appartement,67.0,113000.0,1686.57
29/08/2023,TOULON,Appartement,88.0,50000.0,568.18
06/09/2023,TOULON,Appartement,54.0,405700.0,7512.96
06/09/2023,TOULON,Appartement,58.0,405700.0,6994.83
08/08/2023,TOULON,Appartement,68.0,134000.0,1970.59
08/09/2023,TOULON,Appartement,26.0,55000.0,2115.38
08/09/2023,TOULON,Appartement,29.0,55000.0,1896.55
29/08/2023,TOULON,Appartement,39.0,133000.0,3410.26
08/09/2023,TOULON,Appartement,47.0,187230.0,3983.62
31/08/2023,TOULON,Appartement,40.0,100000.0,2500.0
25/08/2023,TOULON,Appartement,67.0,130000.0,1940.3
21/08/2023,TOULON,Maison,109.0,380000.0,3486.24
24/08/2023,TOULON,Maison,37.0,85000.0,2297.3
24/08/2023,TOULON,Maison,37.0,85000.0,2297.3
23/08/2023,TOULON,Appartement,48.0,95000.0,1979.17
29/08/2023,TOULON,Appartement,87.0,272650.0,3133.91
21/08/2023,TOULON,Appartement,73.0,230000.0,3150.68
25/08/2023,TOULON,Appartement,46.0,90000.0,1956.52
17/08/2023,TOULON,Appartement,39.0,89000.0,2282.05
28/08/2023,TOULON,Appartement,67.0,125000.0,1865.67
04/09/2023,TOULON,Maison,54.0,328000.0,6074.07
11/09/2023,TOULON,Appartement,55.0,139000.0,2527.27
22/08/2023,TOULON,Appartement,80.0,159000.0,1987.5
31/08/2023,TOULON,Appartement,76.0,150000.0,1973.68
28/08/2023,TOULON,Appartement,38.0,91500.0,2407.89
22/08/2023,TOULON,Appartement,45.0,110000.0,2444.44
31/08/2023,TOULON,Appartement,60.0,119000.0,1983.33
28/08/2023,TOULON,Maison,101.0,519355.0,5142.13
17/08/2023,TOULON,Appartement,40.0,142000.0,3550.0
07/09/2023,TOULON,Appartement,18.0,81000.0,4500.0
31/08/2023,TOULON,Appartement,68.0,390000.0,5735.29
18/08/2023,TOULON,Appartement,22.0,123940.0,5633.64
22/08/2023,TOULON,Appartement,47.0,151500.0,3223.4
31/08/2023,TOULON,Appartement,61.0,170800.0,2800.0
22/08/2023,TOULON,Appartement,35.0,95000.0,2714.29
05/09/2023,TOULON,Appartement,28.0,180000.0,6428.57
05/09/2023,TOULON,Appartement,38.0,180000.0,4736.84
01/08/2023,TOULON,Appartement,34.0,95000.0,2794.12
30/08/2023,TOULON,Appartement,64.0,200000.0,3125.0
13/09/2023,TOULON,Appartement,63.0,163000.0,2587.3
22/08/2023,TOULON,Maison,140.0,610000.0,4357.14
01/09/2023,TOULON,Appartement,33.0,182000.0,5515.15
01/09/2023,TOULON,Appartement,40.0,182000.0,4550.0
01/09/2023,TOULON,Appartement,38.0,182000.0,4789.47
29/08/2023,TOULON,Appartement,64.0,73000.0,1140.62
31/08/2023,TOULON,Maison,55.0,278000.0,5054.55
28/08/2023,TOULON,Appartement,47.0,131500.0,2797.87
31/08/2023,TOULON,Appartement,69.0,160000.0,2318.84
31/08/2023,TOULON,Appartement,26.0,110000.0,4230.77
31/08/2023,TOULON,Appartement,63.0,110000.0,1746.03
08/09/2023,TOULON,Appartement,57.0,126000.0,2210.53
28/08/2023,TOULON,Maison,120.0,878610.0,7321.75
06/09/2023,TOULON,Appartement,57.0,100000.0,1754.39
06/09/2023,TOULON,Maison,135.0,154275.0,1142.78
07/09/2023,TOULON,Appartement,64.0,112900.0,1764.06
22/08/2023,TOULON,Appartement,18.0,65500.0,3638.89
15/09/2023,TOULON,Appartement,61.0,262000.0,4295.08
29/08/2023,TOULON,Appartement,20.0,112301.0,5615.05
04/09/2023,TOULON,Appartement,56.0,80000.0,1428.57
08/09/2023,TOULON,Appartement,81.0,185000.0,2283.95
22/08/2023,TOULON,Appartement,80.0,278580.0,3482.25
30/08/2023,TOULON,Appartement,52.0,320000.0,6153.85
01/09/2023,TOULON,Appartement,32.0,77000.0,2406.25
01/09/2023,TOULON,Appartement,67.0,209981.0,3134.04
05/09/2023,TOULON,Appartement,69.0,116000.0,1681.16
05/09/2023,TOULON,Appartement,55.0,125000.0,2272.73
07/09/2023,TOULON,Appartement,45.0,110000.0,2444.44
21/08/2023,TOULON,Maison,95.0,304320.0,3203.37
04/09/2023,TOULON,Appartement,62.0,150000.0,2419.35
12/09/2023,TOULON,Maison,100.0,486750.0,4867.5
28/08/2023,TOULON,Maison,139.0,845000.0,6079.14
25/08/2023,TOULON,Appartement,71.0,360000.0,5070.42
06/09/2023,TOULON,Appartement,25.0,77000.0,3080.0
07/09/2023,TOULON,Appartement,64.0,110000.0,1718.75
08/09/2023,TOULON,Appartement,20.0,75000.0,3750.0
08/09/2023,TOULON,Maison,104.0,640000.0,6153.85
29/08/2023,TOULON,Appartement,44.0,227300.0,5165.91
15/09/2023,TOULON,Appartement,75.0,440500.0,5873.33
14/09/2023,TOULON,Appartement,35.0,51500.0,1471.43
13/09/2023,TOULON,Appartement,133.0,448000.0,3368.42
11/09/2023,TOULON,Appartement,66.0,150000.0,2272.73
18/09/2023,TOULON,Appartement,82.0,185000.0,2256.1
04/09/2023,TOULON,Appartement,29.0,275000.0,9482.76
04/09/2023,TOULON,Appartement,23.0,275000.0,11956.52
04/09/2023,TOULON,Appartement,46.0,275000.0,5978.26
04/09/2023,TOULON,Appartement,34.0,275000.0,8088.24
05/09/2023,TOULON,Appartement,66.0,255000.0,3863.64
04/09/2023,TOULON,Appartement,108.0,911100.0,8436.11
14/09/2023,TOULON,Appartement,67.0,285000.0,4253.73
11/09/2023,TOULON,Appartement,113.0,245000.0,2168.14
18/09/2023,TOULON,Appartement,17.0,38000.0,2235.29
06/09/2023,TOULON,Appartement,57.0,179000.0,3140.35
25/08/2023,TOULON,Appartement,30.0,82500.0,2750.0
04/09/2023,TOULON,Appartement,63.0,125000.0,1984.13
31/08/2023,TOULON,Appartement,63.0,34000.0,539.68
05/09/2023,TOULON,Appartement,66.0,109000.0,1651.52
06/09/2023,TOULON,Appartement,35.0,133000.0,3800.0
06/09/2023,TOULON,Appartement,52.0,150500.0,2894.23
01/09/2023,TOULON,Appartement,66.0,108000.0,1636.36
04/09/2023,TOULON,Appartement,60.0,247780.0,4129.67
28/08/2023,TOULON,Appartement,27.0,75000.0,2777.78
24/08/2023,TOULON,Appartement,85.0,177000.0,2082.35
30/08/2023,TOULON,Appartement,105.0,480000.0,4571.43
05/09/2023,TOULON,Appartement,40.0,176000.0,4400.0
30/08/2023,TOULON,Appartement,50.0,150000.0,3000.0
13/09/2023,TOULON,Appartement,48.0,110000.0,2291.67
08/09/2023,TOULON,Maison,69.0,143955.0,2086.3
07/09/2023,TOULON,Maison,81.0,80000.0,987.65
07/09/2023,TOULON,Appartement,27.0,63000.0,2333.33
12/09/2023,TOULON,Appartement,65.0,220000.0,3384.62
13/09/2023,TOULON,Appartement,26.0,76500.0,2942.31
31/08/2023,TOULON,Maison,196.0,680000.0,3469.39
31/08/2023,TOULON,Maison,196.0,680000.0,3469.39
08/09/2023,TOULON,Maison,68.0,320225.0,4709.19
04/09/2023,TOULON,Appartement,63.0,118780.0,1885.4
24/08/2023,TOULON,Maison,139.0,650000.0,4676.26
11/09/2023,TOULON,Appartement,60.0,247850.0,4130.83
13/09/2023,TOULON,Appartement,102.0,185000.0,1813.73
21/08/2023,TOULON,Appartement,38.0,103800.0,2731.58
12/09/2023,TOULON,Appartement,65.0,385000.0,5923.08
15/09/2023,TOULON,Appartement,58.0,245150.0,4226.72
08/09/2023,TOULON,Appartement,61.0,755000.0,12377.05
08/09/2023,TOULON,Appartement,61.0,755000.0,12377.05
08/09/2023,TOULON,Appartement,61.0,755000.0,12377.05
15/09/2023,TOULON,Appartement,68.0,314000.0,4617.65
15/09/2023,TOULON,Appartement,41.0,75000.0,1829.27
31/08/2023,TOULON,Appartement,59.0,145494.0,2466.0
07/09/2023,TOULON,Appartement,71.0,79000.0,1112.68
25/08/2023,TOULON,Appartement,82.0,204450.0,2493.29
14/09/2023,TOULON,Appartement,40.0,66400.0,1660.0
06/09/2023,TOULON,Maison,103.0,580000.0,5631.07
31/08/2023,TOULON,Appartement,40.0,165000.0,4125.0
05/09/2023,TOULON,Appartement,92.0,369000.0,4010.87
14/09/2023,TOULON,Appartement,80.0,165000.0,2062.5
04/09/2023,TOULON,Appartement,80.0,180000.0,2250.0
01/09/2023,TOULON,Appartement,67.0,310040.0,4627.46
05/09/2023,TOULON,Appartement,28.0,59000.0,2107.14
22/06/2023,TOULON,Appartement,45.0,71000.0,1577.78
15/09/2023,TOULON,Appartement,55.0,694900.0,12634.55
15/09/2023,TOULON,Appartement,80.0,694900.0,8686.25
15/09/2023,TOULON,Appartement,135.0,694900.0,5147.41
22/06/2023,TOULON,Appartement,79.0,141000.0,1784.81
06/09/2023,TOULON,Appartement,71.0,206000.0,2901.41
05/09/2023,TOULON,Appartement,76.0,129000.0,1697.37
15/09/2023,TOULON,Appartement,89.0,208050.0,2337.64
14/09/2023,TOULON,Appartement,41.0,179000.0,4365.85
19/09/2023,TOULON,Appartement,67.0,227250.0,3391.79
01/09/2023,TOULON,Appartement,80.0,134860.0,1685.75
21/09/2023,TOULON,Maison,90.0,850000.0,9444.44
31/08/2023,TOULON,Maison,105.0,430000.0,4095.24
19/09/2023,TOULON,Appartement,17.0,48000.0,2823.53
05/09/2023,TOULON,Appartement,27.0,133000.0,4925.93
11/09/2023,TOULON,Appartement,68.0,142000.0,2088.24
19/09/2023,TOULON,Appartement,55.0,82300.0,1496.36
20/09/2023,TOULON,Appartement,52.0,119500.0,2298.08
19/09/2023,TOULON,Appartement,31.0,115950.0,3740.32
04/09/2023,TOULON,Appartement,54.0,122000.0,2259.26
18/09/2023,TOULON,Appartement,43.0,201950.0,4696.51
19/09/2023,TOULON,Maison,49.0,390000.0,7959.18
04/09/2023,TOULON,Maison,82.0,285000.0,3475.61
29/08/2023,TOULON,Appartement,54.0,115000.0,2129.63
08/09/2023,TOULON,Appartement,64.0,375000.0,5859.38
28/08/2023,TOULON,Appartement,59.0,163000.0,2762.71
08/09/2023,TOULON,Appartement,49.0,100000.0,2040.82
13/09/2023,TOULON,Appartement,73.0,89000.0,1219.18
15/09/2023,TOULON,Appartement,68.0,289200.0,4252.94
21/09/2023,TOULON,Appartement,18.0,83000.0,4611.11
29/08/2023,TOULON,Appartement,67.0,182400.0,2722.39
01/09/2023,TOULON,Appartement,77.0,50000.0,649.35
29/08/2023,TOULON,Appartement,38.0,66000.0,1736.84
22/09/2023,TOULON,Appartement,44.0,110000.0,2500.0
08/09/2023,TOULON,Appartement,64.0,60000.0,937.5
25/09/2023,TOULON,Appartement,92.0,252000.0,2739.13
18/09/2023,TOULON,Appartement,62.0,240000.0,3870.97
08/09/2023,TOULON,Appartement,33.0,90000.0,2727.27
08/09/2023,TOULON,Appartement,76.0,166900.0,2196.05
07/09/2023,TOULON,Appartement,60.0,112000.0,1866.67
20/09/2023,TOULON,Appartement,54.0,84000.0,1555.56
11/09/2023,TOULON,Maison,55.0,180000.0,3272.73
25/09/2023,TOULON,Maison,90.0,460000.0,5111.11
19/09/2023,TOULON,Appartement,27.0,28000.0,1037.04
15/09/2023,TOULON,Appartement,88.0,223230.0,2536.7
18/09/2023,TOULON,Appartement,80.0,835000.0,10437.5
18/09/2023,TOULON,Appartement,80.0,835000.0,10437.5
19/09/2023,TOULON,Maison,85.0,485000.0,5705.88
18/09/2023,TOULON,Appartement,66.0,115000.0,1742.42
19/09/2023,TOULON,Appartement,20.0,75000.0,3750.0
08/09/2023,TOULON,Maison,188.0,959950.0,5106.12
13/09/2023,TOULON,Appartement,76.0,217239.0,2858.41
21/09/2023,TOULON,Appartement,31.0,59000.0,1903.23
21/09/2023,TOULON,Appartement,65.0,155000.0,2384.62
26/09/2023,TOULON,Appartement,71.0,110000.0,1549.3
22/09/2023,TOULON,Appartement,56.0,80000.0,1428.57
26/09/2023,TOULON,Appartement,42.0,72000.0,1714.29
25/09/2023,TOULON,Appartement,28.0,87000.0,3107.14
22/09/2023,TOULON,Appartement,78.0,171785.0,2202.37
07/09/2023,TOULON,Appartement,44.0,120000.0,2727.27
11/09/2023,TOULON,Maison,98.0,315000.0,3214.29
07/09/2023,TOULON,Appartement,51.0,81000.0,1588.24
20/09/2023,TOULON,Appartement,62.0,135000.0,2177.42
20/09/2023,TOULON,Appartement,32.0,114000.0,3562.5
11/09/2023,TOULON,Appartement,47.0,125000.0,2659.57
15/09/2023,TOULON,Appartement,75.0,145000.0,1933.33
11/09/2023,TOULON,Appartement,47.0,103000.0,2191.49
11/09/2023,TOULON,Appartement,75.0,150000.0,2000.0
07/09/2023,TOULON,Appartement,66.0,303000.0,4590.91
22/09/2023,TOULON,Appartement,32.0,87000.0,2718.75
22/09/2023,TOULON,Appartement,58.0,185000.0,3189.66
31/08/2023,TOULON,Appartement,45.0,153000.0,3400.0
25/09/2023,TOULON,Appartement,67.0,124700.0,1861.19
22/09/2023,TOULON,Appartement,64.0,120000.0,1875.0
22/09/2023,TOULON,Appartement,59.0,223000.0,3779.66
01/09/2023,TOULON,Appartement,67.0,175000.0,2611.94
12/09/2023,TOULON,Appartement,48.0,180000.0,3750.0
11/09/2023,TOULON,Appartement,53.0,90000.0,1698.11
19/09/2023,TOULON,Appartement,24.0,86430.0,3601.25
20/09/2023,TOULON,Appartement,78.0,195000.0,2500.0
22/09/2023,TOULON,Appartement,53.0,110000.0,2075.47
29/09/2023,TOULON,Appartement,53.0,191500.0,3613.21
06/09/2023,TOULON,Appartement,55.0,180000.0,3272.73
06/09/2023,TOULON,Appartement,62.0,180000.0,2903.23
26/09/2023,TOULON,Appartement,21.0,78000.0,3714.29
26/09/2023,TOULON,Appartement,45.0,60000.0,1333.33
27/09/2023,TOULON,Maison,67.0,151200.0,2256.72
29/09/2023,TOULON,Appartement,69.0,152000.0,2202.9
29/09/2023,TOULON,Appartement,111.0,400000.0,3603.6
21/09/2023,TOULON,Appartement,42.0,393000.0,9357.14
21/09/2023,TOULON,Appartement,42.0,393000.0,9357.14
22/09/2023,TOULON,Maison,89.0,405000.0,4550.56
14/09/2023,TOULON,Appartement,27.0,62009.0,2296.63
25/09/2023,TOULON,Appartement,21.0,71680.0,3413.33
27/09/2023,TOULON,Appartement,77.0,46500.0,603.9
12/09/2023,TOULON,Appartement,69.0,230000.0,3333.33
27/09/2023,TOULON,Maison,104.0,586680.0,5641.15
14/09/2023,TOULON,Appartement,106.0,810000.0,7641.51
29/09/2023,TOULON,Appartement,28.0,250000.0,8928.57
29/09/2023,TOULON,Appartement,26.0,250000.0,9615.38
29/09/2023,TOULON,Appartement,33.0,250000.0,7575.76
11/09/2023,TOULON,Appartement,10.0,38000.0,3800.0
19/09/2023,TOULON,Appartement,82.0,157000.0,1914.63
22/09/2023,TOULON,Appartement,49.0,100100.0,2042.86
11/09/2023,TOULON,Maison,55.0,299000.0,5436.36
11/09/2023,TOULON,Appartement,79.0,530000.0,6708.86
12/09/2023,TOULON,Appartement,57.0,160000.0,2807.02
22/06/2023,TOULON,Appartement,64.0,77000.0,1203.12
22/09/2023,TOULON,Appartement,108.0,300000.0,2777.78
24/08/2023,TOULON,Appartement,68.0,180000.0,2647.06
27/09/2023,TOULON,Appartement,37.0,141000.0,3810.81
26/09/2023,TOULON,Appartement,53.0,223880.0,4224.15
